Map Name,W(1/100),H(1/100),Cap/Gen,Capacity,SP,Avg.LV,Avg.HP,Avg.Exp,Avg.Exp/Gen,Monsters,Limit Portal,Teleport Limit
Crimsonheart Castle : Hall of Magic 2,18,13,21,21,25,134,556450,4926,103446,{'Elite Firebrand': '25'},0,1
Golden Temple : Forest of Training 4,18,9,17,18,17,134,858983,6044,102748,"{'Teeny White Monkey': '7', 'Mean Mama Monkey': '10'}",0,0
Golden Temple : Forest of Training 3,14,11,17,17,18,134,853041,6011,102187,"{'Teeny White Monkey': '10', 'Mean Mama Monkey': '8'}",0,0
Korean Folk Town : Tiger Forest II,19,9,15,15,19,134,854250,6018,90270,"{'Hodori': '10', 'Hogul': '9'}",0,0
Korean Folk Town : Tiger Forest I,16,9,14,14,17,134,834675,5911,82754,{'Hodori': '17'},0,0
Hidden Street : Red Wyvern's Nest,8,23,9,13,9,134,834675,4926,44334,{'Red Wyvern': '9'},0,0
Minar Forest : The Dragon Canyon,8,21,8,12,8,134,865068,5070,40560,"{'Red Wyvern': '6', 'Blue Wyvern': '2'}",0,0
Crimsonheart Castle : Hall of Magic 1,26,11,24,24,25,133,796500,6822,163728,{'Leprechaun': '25'},0,1
Golden Temple : Forest of Training 2,14,9,15,15,16,133,796500,5685,85275,{'Mama Monkey': '16'},0,0
Korean Folk Town : Around the Pond,19,9,13,17,15,133,798380,6194,80522,"{'Dark Axe Stump': '7', 'Hodori': '8'}",0,0
Minar Forest : Dragon Forest III,29,13,10,26,10,133,796500,4737,47370,{'Brexton': '10'},0,0
El Nath : Dead Mine III,17,15,28,29,36,132,3784500,16296,456288,{'[*]Miner Zombie': '36'},0,0
El Nath : Dead Mine II,18,14,27,27,38,132,3784500,16296,439992,{'[*]Miner Zombie': '38'},0,0
El Nath : Dead Mine I,18,14,25,25,29,132,3784500,16296,407400,{'[*]Miner Zombie': '29'},0,0
El Nath : Dead Mine IV,16,16,24,29,35,132,3784500,16296,391104,{'[*]Miner Zombie': '35'},0,0
El Nath : The Cave of Trials I,30,8,21,40,30,132,3784500,16296,342216,{'[*]Jr. Cerebes': '30'},0,0
Rose Garden : Hidden Garden 2,35,9,19,19,21,132,3784500,16296,309624,{'[*] Keymaster Rousseau': '21'},0,0
Korean Folk Town : Small Well,16,15,18,26,22,132,756900,6518,117324,{'Dark Axe Stump': '22'},0,0
Golden Temple : Forest of Training 1,14,11,16,16,18,132,756900,5432,86912,{'Wild Monkey': '18'},0,0
Rose Garden : Castle Wall's Edge,35,8,19,19,21,132,504600,4527,86013,{'Garden Golem': '21'},0,0
Crimsonheart Castle : Hall of Storms 2,28,11,23,23,24,131,720300,5212,119876,{'Elite Stormbreaker': '24'},0,1
Korean Folk Town : Black Mountain <Corner>,15,11,13,13,17,131,727067,5891,76583,"{'Moon Bunny': '7', 'Dark Axe Stump': '10'}",0,0
Minar Forest : Dragon Forest II,29,16,15,33,15,131,720300,4344,65160,{'Rexton': '15'},0,0
Rose Garden : Hidden Garden 1,35,9,19,19,19,130,3422250,14988,284772,{'[*] Frozen Rose': '19'},0,0
Crimsonheart Castle : Hall of Storms 1,18,15,23,23,25,130,684450,4996,114908,{'Typhon': '25'},0,1
Rose Garden : Soul's Rest,35,9,19,19,21,130,456300,4163,79097,{'Keymaster Rousseau': '21'},0,0
Korean Folk Town : Black Mountain Entrance,23,17,13,40,18,130,684450,4996,64948,{'Moon Bunny': '18'},0,0
Neo City : <Year 2215> Bombed City Center Retail District,18,7,14,15,14,130,684450,4163,58282,{'Robby': '14'},1,1
Minar Forest : Dragon Forest I,35,15,19,33,19,128,410000,3806,72314,{'Red Dragon Turtle': '19'},0,0
Rose Garden : Abandoned Garden,35,9,19,19,19,128,410000,3806,72314,{'Frozen Rose': '19'},0,0
Minar Forest : Entrance to Dragon Forest,29,13,14,26,14,127,387600,3632,50848,{'Blue Dragon Turtle': '14'},0,0
Lion King's Castle : Tall Castle Walls 2,20,8,10,14,10,127,387600,3632,36320,{'Castle Golem': '10'},0,0
Lion King's Castle : Very Tall Castle Walls,21,10,10,14,10,127,387600,3632,36320,{'Castle Golem': '10'},0,0
Lion King's Castle : Tall Castle Walls 1,20,8,9,14,9,127,387600,3632,32688,{'Castle Golem': '9'},0,0
Crimsonwood Keep : Eternal Vigilance,17,13,7,11,7,126,118000,2546,17822,{'Crimson Guardian': '7'},0,0
Lion King's Castle : Short Castle Walls 1,20,8,13,16,13,125,359950,3429,44577,{'Grey Vulture': '13'},0,0
Lion King's Castle : Short Castle Walls 2,21,7,12,13,12,125,359950,3429,41148,{'Grey Vulture': '12'},0,0
Lion King's Castle : Short Castle Walls 3,20,9,11,13,11,125,359950,3429,37719,{'Grey Vulture': '11'},0,0
El Nath : Forest of Dead Trees II,31,8,21,21,24,124,522060,4012,84252,{'Coolie Zombie': '24'},0,0
El Nath : Forest of Dead Trees I,40,9,15,15,26,124,522060,4012,60180,{'Coolie Zombie': '26'},0,0
El Nath : Forest of Dead Trees IV,28,9,15,15,25,124,522060,4012,60180,{'Coolie Zombie': '25'},0,0
El Nath : Forest of Dead Trees III,26,8,9,9,18,124,522060,4012,36108,{'Coolie Zombie': '18'},0,0
Fantasy Theme World : Extreme Station <3>,23,12,31,32,31,123,504495,3910,121210,{'Soaring Scarlion': '31'},0,0
Fantasy Theme World : Extreme Station <3>,23,12,31,32,31,123,504495,3910,121210,{'Soaring Scarlion': '31'},0,0
Fantasy Theme World : Fantasy Station <2>,20,11,14,20,14,123,504495,3910,54740,{'Bearic the White': '14'},0,0
Fantasy Theme World : Fantasy Station <2>,20,11,14,20,14,123,504495,3910,54740,{'Bearic the White': '14'},0,0
Fantasy Theme World : Fantasy Station <1>,24,9,14,20,14,123,504495,3910,54740,{'Jellybus': '14'},0,0
Fantasy Theme World : Fantasy Station <1>,24,9,14,20,14,123,504495,3910,54740,{'Jellybus': '14'},0,0
El Nath : Wolves' Territory 2,10,23,12,20,13,123,504495,3910,46920,{'Lycanthrope': '13'},0,0
El Nath : Wolves' Territory 3,11,23,12,20,12,123,504495,3910,46920,{'Lycanthrope': '12'},0,0
Fantasy Theme World : Fantasy Crittertorium <Entrance>,19,9,9,11,9,123,504495,3910,35190,"{'Jellybus': '2', 'Bearic the White': '7'}",0,0
Fantasy Theme World : Fantasty Animal Show <Entrance>,19,9,9,11,9,123,504495,3910,35190,"{'Jellybus': '2', 'Bearic the White': '7'}",0,0
Ludibrium : Forgotten Passage,30,12,19,29,19,122,2436150,11424,217056,{'[*]Thanatos': '19'},0,0
Fantasy Theme World : Funky Station <3>,21,11,20,22,20,122,487230,3808,76160,{'Canterbear': '20'},0,0
Fantasy Theme World : Funky Station <3>,21,11,18,22,18,122,487230,3808,68544,{'Canterbear': '18'},0,0
El Nath : Wolves' Territory 1,10,23,16,21,16,122,487230,3808,60928,{'Werewolf': '16'},0,0
Fantasy Theme World : Extreme Station <2>,18,13,13,22,13,122,487230,3808,49504,{'Colabear': '13'},0,0
Fantasy Theme World : Extreme Station <2>,18,13,13,22,13,122,487230,3808,49504,{'Colabear': '13'},0,0
El Nath : The Passage,14,42,15,20,15,122,487230,3174,47610,{'Flyeye': '15'},0,0
Lion King's Castle : Castle Ramparts 4,20,10,15,15,15,122,324820,3174,47610,{'Bearwolf': '15'},0,0
El Nath : Dangerous Cliff,10,22,12,20,12,122,487230,3808,45696,{'Werewolf': '12'},0,0
Lion King's Castle : Castle Ramparts 5,20,10,12,12,13,122,324820,3174,38088,{'Bearwolf': '13'},0,0
Fantasy Theme World : Extreme Station <1>,20,11,10,10,18,122,487230,3808,38080,{'Clowning Scarlion': '18'},0,0
Fantasy Theme World : Extreme Station <1>,20,11,10,10,18,122,487230,3808,38080,{'Clowning Scarlion': '18'},0,0
Fantasy Theme World : Funky Station <2>,23,12,31,31,38,121,470265,3708,114948,"{'Ratacula': '21', 'Ghost': '17'}",0,0
Fantasy Theme World : Ghost Mansion,32,11,28,40,28,121,470265,3708,103824,"{'Ratacula': '6', 'Ghost': '22'}",0,0
El Nath : Sharp Cliff 4,11,23,16,21,16,121,470265,5562,88992,{'Dark Yeti and Pepe': '16'},0,0
Fantasy Theme World : Funky Station <1>,20,11,21,21,23,121,470265,3708,77868,{'Creeper Scarlion': '23'},0,0
Fantasy Theme World : Funky Station <1>,20,11,21,21,23,121,470265,3708,77868,{'Creeper Scarlion': '23'},0,0
Fantasy Theme World : Funky Station <2>,21,9,17,21,17,121,470265,3708,63036,{'Ratacula': '17'},0,0
Hidden Street : Twisted Time,20,32,26,40,26,120,2268000,10824,281424,{'[*]Gigantic Spirit Viking': '26'},0,0
Ludibrium : Warped Passage,30,8,19,26,19,120,2268000,10824,205656,{'[*]Gatekeeper': '19'},0,0
Hidden Street : Forbidden Time,23,28,18,40,18,120,2268000,10824,194832,{'[*]Grim Phantom Watch': '18'},0,0
El Nath : Sharp Cliff 3,11,21,14,19,14,120,453600,5412,75768,{'Yeti and Pepe': '14'},0,0
Lion King's Castle : Castle Ramparts 3,20,9,13,13,14,120,302400,3007,39091,{'Blood Reindeer': '14'},0,0
Dimensional Schism : Dimensional Schism,31,3,7,8,7,120,155000,2677,18739,{'Clouded Chief Guardian': '7'},0,1
Dimensional Schism : Path of Darkness 1,31,3,6,10,6,120,160000,2308,13848,"{'Clouded Chief Guardian': '3', 'Clouded Monk Trainee': '3'}",0,1
Dimensional Schism : Path of Darkness 2,31,3,7,10,7,120,165000,1940,13580,{'Clouded Monk Trainee': '7'},0,1
Fox's Bluff : The Rock Pile,19,13,10,13,10,120,250,26,260,{'Stone Golem': '10'},1,1
Ludibrium : Forgotten Path of Time<4>,25,26,26,40,26,119,2186175,10824,281424,{'[*]Phantom Watch': '26'},0,0
Hidden Street : Unbalanced Time,17,33,21,40,21,119,2186175,10530,221130,{'[*]Dual Ghost Pirate': '21'},0,0
Hidden Street : Lost Time,23,25,17,40,17,119,2186175,10530,179010,{'[*]Master Death Teddy': '17'},0,0
Ludibrium : Warped Path of Time<4>,21,26,16,40,16,119,2186175,10530,168480,{'[*]Spirit Viking': '16'},0,0
El Nath : Sharp Cliff II,10,20,15,18,16,119,437235,2632,39480,"{'Dark Jr. Yeti': '4', 'Dark Yeti': '12'}",0,0
Ludibrium : Forgotten Path of Time<3>,25,18,27,37,28,118,2105850,10242,276534,{'[*]Death Teddy': '28'},0,0
Ludibrium : Warped Path of Time<3>,21,27,24,40,24,118,2105850,10242,245808,{'[*]Ghost Pirate': '24'},0,0
Lion King's Castle : Castle Ramparts 2,20,9,13,17,13,118,280780,2845,36985,{'Reindeer': '13'},0,0
Crimsonwood Keep : The Inferno Chamber,17,13,7,11,7,118,101000,2261,15827,{'Firebrand': '7'},0,0
Crimsonwood Keep : The Wrath of Night,17,13,7,11,7,118,101000,2261,15827,{'Nightshadow': '7'},0,0
El Nath : Sharp Cliff I,10,23,16,23,16,117,406890,2504,40064,"{'Jr. Yeti': '4', 'Yeti': '12'}",0,0
Hidden Street : Valley of Snowman,10,13,10,11,10,117,406890,3339,33390,{'Yeti': '10'},0,0
Ludibrium : Forgotten Path of Time<2>,25,20,28,40,30,116,1982800,9825,275100,"{'[*]Klock': '20', '[*]Dark Klock': '10'}",0,0
Ludibrium : Warped Path of Time<2>,21,28,27,40,27,116,1985669,9835,265545,"{'[*]Buffoon': '17', '[*]Deep Buffoon': '10'}",0,0
Crimsonwood Keep : Tornado Corridor,17,13,7,11,7,116,97000,2191,15337,{'Windraider': '7'},0,0
Crimsonwood Keep : Stormhall,17,13,7,11,7,116,97000,2191,15337,{'Stormbreaker': '7'},0,0
Ludibrium : Forgotten Path of Time<1>,25,23,39,40,40,115,1912222,9543,372177,"{'[*]Soul Teddy': '26', '[*]Master Soul Teddy': '14'}",0,0
Ludibrium : Warped Path of Time<1>,21,25,34,40,34,115,1920525,9578,325652,"{'[*]Buffy': '18', '[*]Lazy Buffy': '16'}",0,0
Tyrant's Castle : Tyrant's Castle 3rd Floor Hallway,19,7,13,15,13,115,755250,3411,44343,{'Reaper Specter': '13'},0,0
Ludibrium : Lost Time <2>,14,12,14,14,32,115,377625,3148,44072,{'Master Chronos': '32'},0,0
Ludibrium : The Path of Time <3>,15,10,13,13,42,115,377625,3148,40924,{'Chronos': '42'},0,0
Ludibrium : The Path of Time <2>,15,9,13,13,37,115,377625,3148,40924,{'Chronos': '37'},0,0
Ludibrium : The Path of Time <4>,16,10,13,13,26,115,377625,3148,40924,{'Master Chronos': '26'},0,0
Treglow's Laboratory : Laboratory B1 Area 2,19,7,11,15,11,115,755250,3411,37521,{'Reaper Specter': '11'},0,0
Ludibrium : Lost Time <1>,15,10,11,11,29,115,377625,3148,34628,{'Platoon Chronos': '29'},0,0
Ludibrium : The Path of Time <1>,12,9,11,11,22,115,377625,3148,34628,{'Platoon Chronos': '22'},0,0
Lion King's Castle : Castle Ramparts 1,19,9,13,16,13,115,251750,2624,34112,{'Crocky the Gatekeeper': '13'},0,0
Victor's Workshop : Workshop 1st Floor Area 2,13,7,10,10,11,115,755250,3411,34110,{'Reaper Specter': '11'},0,0
Ludibrium : Crossroad of Time,13,15,20,20,36,114,362700,3055,61100,{'Tick': '36'},0,0
Ludibrium : Whirlpool of Time,16,12,16,16,38,114,362700,3055,48880,{'Tick-Tock': '38'},0,0
Ludibrium : Toy Factory <Process 2> Zone 2,18,7,13,13,19,114,362700,3055,39715,{'Master Robo': '19'},0,0
Ludibrium : Toy Factory <Process 2> Zone 4,19,7,13,13,15,114,362700,3055,39715,{'Master Robo': '15'},0,0
Ludibrium : Toy Factory <Process 2> Zone 3,19,6,12,14,12,114,362700,3055,36660,{'Master Robo': '12'},0,0
Ludibrium : Toy Factory <Process 2> Zone 1,19,7,12,13,12,114,362700,3055,36660,{'Master Robo': '12'},0,0
Ludibrium : Toy Factory <Main Process 2>,19,7,11,13,12,114,362700,3055,33605,{'Master Robo': '12'},0,0
Ludibrium : Toy Factory <Process 1> Zone 3,18,7,18,20,18,113,348075,2963,53334,{'Robo': '18'},0,0
Ludibrium : Toy Factory <Apparatus Room>,14,20,13,19,13,113,351450,2984,38792,"{'Robo': '10', 'Master Robo': '3'}",0,0
Ludibrium : Toy Factory <Main Process 1>,19,8,13,20,15,113,348075,2963,38519,{'Robo': '15'},0,0
Ludibrium : Toy Factory <Process 1> Zone 2,19,7,13,20,13,113,348075,2963,38519,{'Robo': '13'},0,0
Ludibrium : Toy Factory <Process 1> Zone 1,14,12,11,20,14,113,357476,3022,36264,"{'Robo': '5', 'Master Robo': '9'}",0,0
Ludibrium : Sky Terrace<5>,20,8,12,17,12,113,348075,2963,35556,{'Toy Trojan': '12'},0,0
Ludibrium : Toy Factory <Process 1> Zone 6,19,7,11,20,11,113,348075,2963,32593,{'Robo': '11'},0,0
Ludibrium : Sky Terrace<3>,15,8,11,11,15,113,348075,2963,32593,{'Roloduck': '15'},0,0
Ludibrium : Toy Factory <Process 1> Zone 5,17,6,10,20,11,113,348075,2963,29630,{'Robo': '11'},0,0
Ludibrium : Cloud Terrace<3>,17,8,10,12,11,113,348075,2963,29630,{'Roloduck': '11'},0,0
Ludibrium : Cloud Terrace<5>,19,8,9,14,9,113,348075,2963,26667,{'Toy Trojan': '9'},0,0
Ludibrium : Terrace Hall,20,8,15,15,16,112,335085,2871,43065,{'Brown Teddy': '16'},0,0
Ludibrium : Cloud Terrace<1>,19,8,13,14,13,112,335085,2871,37323,{'Brown Teddy': '13'},0,0
Ludibrium : Cloud Terrace<4>,19,8,13,13,13,112,335085,2871,37323,{'Panda Teddy': '13'},0,0
Ludibrium : Sky Terrace<1>,19,8,11,14,11,112,335085,2871,31581,{'Brown Teddy': '11'},0,0
Ludibrium : Sky Terrace<2>,19,8,9,14,10,112,335085,2871,25839,{'Pink Teddy': '10'},0,0
Ludibrium : Cloud Terrace<2>,18,8,9,13,12,112,335085,2871,25839,{'Pink Teddy': '12'},0,0
Ludibrium : Sky Terrace<4>,19,8,9,13,9,112,335085,2871,25839,{'Panda Teddy': '9'},0,0
Aqua Road : The Cave of Pianus,15,9,2,2,2,110,27000000,1100000,2200000,{'Pianus': '1(2700)'},1,1
Minar Forest : Battlefield of Water and Darkness,25,12,25,25,25,110,1542750,8133,203325,"{'[*]Black Kentaurus': '12', '[*]Blue Kentaurus': '13'}",0,0
Minar Forest : Battlefield of Fire and Darkness,21,15,21,21,24,110,1542750,8133,170793,"{'[*]Black Kentaurus': '11', '[*]Red Kentaurus': '13'}",0,0
Minar Forest : The Area of Black Kentaurus,19,10,13,15,13,110,1542750,8133,105729,{'[*]Black Kentaurus': '13'},0,0
Minar Forest : Battlefield of Fire and Darkness,22,17,24,31,24,110,308550,2711,65064,"{'Black Kentaurus': '12', 'Red Kentaurus': '12'}",0,0
Minar Forest : The Area of Blue Kentaurus,28,12,22,33,22,110,308550,2711,59642,{'Blue Kentaurus': '22'},0,0
Minar Forest : Battlefield of Fire and Water,19,15,19,28,19,110,308550,2711,51509,"{'Red Kentaurus': '10', 'Blue Kentaurus': '9'}",0,0
Minar Forest : The Area of Red Kentaurus,19,14,14,16,14,110,308550,2711,37954,{'Red Kentaurus': '14'},0,0
Cave of Life : Cave of Light,32,8,21,21,21,110,86714,1674,35154,"{'Skelegon 2 in Cave': '15(1)', 'T-Skelegon in Cave': '6(-1)'}",1,1
Minar Forest : Griffey Forest,15,4,5,5,7,110,308550,2711,13555,"{'Black Kentaurus': '3', 'Red Kentaurus': '3', 'Griffey': '1(1800)'}",1,1
Minar Forest : Manon's Forest,15,4,5,5,7,110,308550,2711,13555,"{'Blue Kentaurus': '6', 'Manon': '1(1800)'}",1,1
Minar Forest : Valley of the Antelope 2,19,12,19,22,19,109,987700,6552,124488,{'[*]Dual Birk': '19'},0,0
Aqua Road : The Grave of a Wrecked Ship,14,25,22,22,38,109,294307,2425,53350,"{'Bombing Fish House': '4', 'Shark': '19', 'Cold Shark': '15'}",0,0
Minar Forest : Valley of the Antelope 1,16,14,16,22,16,109,197540,2184,34944,{'Dual Birk': '16'},0,0
Minar Forest : Forest : Crossroad,19,15,17,32,17,108,188730,2112,35904,{'Birk': '17'},0,0
Aqua Road : Dangerous Sea Gorge II,10,26,16,16,34,108,195985,2171,34736,"{'Squid': '6', 'Risell Squid': '28'}",0,0
Minar Forest : Sky Nest 3,23,14,21,26,21,107,904550,6165,129465,{'[*]Blood Harp': '21'},0,0
Minar Forest : Sky Nest II,19,14,14,17,14,107,904550,6165,86310,{'[*]Blood Harp': '14'},0,0
Treglow's Laboratory : Laboratory B2 Area 2,19,9,14,15,14,107,361820,2672,37408,{'Red Reagent Rock': '14'},0,0
Aqua Road : Deep Sea Gorge II,11,21,16,20,16,107,180910,2055,32880,{'Bone Fish': '16'},0,0
Victor's Workshop : Workshop 2nd Floor Area 2,13,9,11,11,12,107,361820,2672,29392,{'Blue Totem Staff': '12'},0,0
Aqua Road : Dangerous Sea Gorge I,11,20,16,16,29,107,188417,1835,29360,"{'Bombing Fish House': '4', 'Squid': '19', 'Risell Squid': '6'}",0,0
Minar Forest : Entrance to Sky Nest,19,15,20,35,21,106,173250,1984,39680,{'Harp': '21'},0,0
Treglow's Laboratory : Laboratory B2 Area 1,21,9,14,17,14,106,346500,2579,36106,{'Purple Reagent Rock': '14'},0,0
Victor's Workshop : Workshop 2nd Floor Area 3,15,8,12,12,12,106,355436,2633,31596,"{'Red Totem Staff': '5', 'Blue Totem Staff': '7'}",0,0
Treglow's Laboratory : Laboratory B2 Area 3,21,7,12,17,12,106,354160,2625,31500,"{'Purple Reagent Rock': '6', 'Red Reagent Rock': '6'}",0,0
Victor's Workshop : Workshop 1st Floor Area 3,15,7,12,12,13,106,346500,2579,30948,{'Red Totem Staff': '13'},0,0
Aqua Road : Deep Sea Gorge I,10,22,19,19,21,106,179086,1565,29735,"{'Bombing Fish House': '5', 'Bone Fish': '16'}",0,0
Treglow's Laboratory : Laboratory B1 Area 3,21,7,10,18,10,106,346500,2579,25790,{'Purple Reagent Rock': '10'},0,0
Victor's Workshop : Workshop 2nd Floor Area 1,15,8,9,12,10,106,346500,2579,23211,{'Red Totem Staff': '10'},0,0
Minar Forest : Sky Nest I,16,12,11,18,11,106,174642,1996,21956,"{'Harp': '9', 'Blood Harp': '2'}",0,0
Tyrant's Castle : Tyrant's Castle 3rd Floor Mezzanine,21,7,16,16,23,105,331500,2488,39808,{'Magician Specter': '23'},0,0
Minar Forest : Steep Hill,17,18,19,34,19,105,165750,1914,36366,{'Hankie': '19'},0,0
Tyrant's Castle : Tyrant's Castle 1st Floor Hall,19,7,9,9,10,105,331500,2488,22392,{'Magician Specter': '10'},1,1
Minar Forest : Minar Forest : West Border,29,15,28,40,29,104,157680,1858,52024,{'Dark Rash': '29'},0,0
Treglow's Laboratory : Laboratory B1 Area 1,21,7,17,17,26,104,322188,2446,41582,"{'Warrior Specter': '15', 'Magician Specter': '11'}",0,0
Minar Forest : Cranky Forest,28,14,21,39,22,104,161348,1883,39543,"{'Hoblin': '12', 'Green Hoblin': '10'}",0,0
Minar Forest : Minar Forest : East Border,14,15,21,26,21,104,157680,1858,39018,{'Dual Beetle': '21'},0,0
Tyrant's Castle : Tyrant's Castle 2nd Floor Mezzanine,20,9,14,14,18,104,315360,2416,33824,{'Warrior Specter': '18'},0,0
Victor's Workshop : Workshop 1st Floor Area 1,15,8,12,12,15,104,325044,2459,29508,"{'Warrior Specter': '6', 'Magician Specter': '9'}",0,0
Tyrant's Castle : Tyrant's Castle Foyer,28,7,12,13,12,104,315360,2416,28992,{'Warrior Specter': '12'},1,1
Leafre : Fuzzy Forest,26,14,36,40,36,103,156486,1846,66456,"{'Rash': '6', 'Dark Rash': '30'}",0,0
Heliseum Downtown : West Downtown Border,26,9,24,24,28,103,301040,2325,55800,{'Power Specter': '28'},0,0
Leafre : Beetle Forest,28,15,21,34,21,103,156316,1844,38724,"{'Beetle': '4', 'Dual Beetle': '17'}",0,0
Minar Forest : West Leafre Forest,22,11,16,21,16,103,150520,1789,28624,{'Rash': '16'},0,0
Minar Forest : Leafre : East Forest,19,14,15,27,15,103,150520,1789,26835,{'Beetle': '15'},0,0
Heliseum Downtown : Road to the Tyrant's Castle,28,11,28,28,37,102,294985,2286,64008,"{'Power Specter': '21', 'Specter Engineer': '16'}",0,0
Heliseum Downtown : West Downtown Walkway,27,10,24,24,30,102,287040,2237,53688,{'Specter Engineer': '30'},0,0
Heliseum Downtown : East Downtown Border,27,9,24,24,35,101,273360,2168,52032,{'Guerrilla Specter': '35'},0,0
Heliseum Downtown : Heliseum Downtown Center,29,10,24,24,30,101,273360,2168,52032,{'Guerrilla Specter': '30'},0,0
Nameless Forest : Specter Forward Base,22,11,23,23,32,101,273360,2168,49864,{'Guerrilla Specter': '32'},0,0
Ellin Forest : Fairy Forest 1,18,9,16,16,19,100,130000,1601,25616,"{'Ancient Fairy': '8', 'Shining Fairy': '11'}",0,0
Ellin Forest : Fairy Forest 2,19,9,13,13,19,100,130000,1601,20813,{'Shining Fairy': '19'},0,0
Nameless Forest : Predatory Forest,22,9,17,20,17,99,252000,2029,34493,{'Dinodon': '17'},0,0
Ellin Forest : Boulder Mountain Entrance,24,7,8,10,8,99,126000,1561,12488,{'Primitive Boar': '8'},0,0
Ellin Forest : Boulder Mountain Cave,23,3,6,9,6,99,126000,1561,9366,{'Violent Primitive Boar': '6'},0,0
Ellin Forest : Deep Inside the Cave,13,3,4,5,4,99,126000,1561,6244,{'Violent Primitive Boar': '4'},0,0
Zipangu : Cherry Blossom Forest 2,26,17,22,22,24,98,3328397,11537,253814,"{'Thorn Mushroom': '10', 'Wandering Fire Raccoon': '14'}",0,0
Forbidden Forest : Yellow Speeyor's Pasture,18,9,16,16,23,98,244000,1978,31648,{'Yellow Speeyor': '23'},0,0
Forbidden Forest : Forest of Coexistence,22,6,15,20,15,98,247733,2001,30015,"{'Yellow Speeyor': '8', 'Dinodon': '7'}",0,0
Ellin Forest : Mossy Tree Forest,16,9,13,13,15,98,122000,1522,19786,{'Tree Rod': '15'},0,0
Ellin Forest : Desolate Land,25,7,11,20,11,98,122000,1522,16742,{'Stone Bug': '11'},0,0
Ellin Forest : Mushroom Hillside,18,8,11,11,11,98,122000,1522,16742,{'Mossy Mushroom': '11'},0,0
Ellin Forest : Mushroom Hill Entrance,15,8,10,12,10,98,122000,1522,15220,{'Mossy Snail': '10'},0,0
Heliseum Downtown : East Downtown Walkway,27,10,27,27,37,97,240540,1950,52650,"{'Specter Battle Hound': '18', 'Specter Tamer': '19'}",0,0
Heliseum Downtown : Downtown of Willpower,25,12,25,25,31,97,236000,1925,48125,{'Specter Miner': '31'},0,0
Forbidden Forest : Twisted Forest Border,21,7,13,13,14,97,236000,1925,25025,{'Dinoram': '14'},0,0
Nameless Forest : Specter Mine Zone,12,11,12,12,22,97,236000,1925,23100,{'Specter Miner': '22'},0,0
Nameless Forest : Breeding Forest,12,11,11,11,22,97,238181,1935,21285,"{'Specter Battle Hound': '12', 'Specter Tamer': '10'}",0,0
Ludibrium : Eos Tower 3rd Floor,7,23,9,14,9,97,118000,1481,13329,{'King Block Golem': '9'},0,0
Ludibrium : Eos Tower 1st Floor,7,24,7,14,7,97,118000,1481,10367,{'King Block Golem': '7'},0,0
Ludibrium : Eos Tower 2nd Floor,7,22,7,12,7,97,118000,1481,10367,{'King Block Golem': '7'},0,0
Heliseum Downtown : Downtown of Valor,25,12,28,28,36,96,228000,1872,52416,{'Specter Shieldbearer': '36'},0,0
Nameless Forest : Path to the Hill,25,11,26,26,28,96,228000,1872,48672,{'Dinogoth': '28'},0,0
Twisted Forest : Red Speeyor's Pasture,25,8,18,18,25,96,228000,1872,33696,{'Red Speeyor': '25'},0,0
Hidden Street : Hidden Tower,7,44,22,22,28,96,116153,1462,32164,"{'Rombot': '1(1800)', 'Block Golem': '12', 'King Block Golem': '4(1)'}",0,0
Twisted Forest : Forest of Choices,23,8,17,17,23,96,228000,1872,31824,{'Specter Shieldbearer': '23'},0,0
Ludibrium : Eos Tower 32nd Floor,7,23,14,17,16,96,114000,1440,20160,{'King Bloctopus': '16'},0,0
Ludibrium : Eos Tower 5th Floor,7,26,12,15,12,96,115666,1457,17484,"{'Block Golem': '7', 'King Block Golem': '5'}",0,0
Ludibrium : Eos Tower 7th Floor,7,25,11,15,11,96,114000,1440,15840,{'Block Golem': '11'},0,0
Ludibrium : Eos Tower 8th Floor,7,29,10,18,10,96,114000,1440,14400,{'Block Golem': '10'},0,0
Ludibrium : Eos Tower 6th Floor,7,20,10,11,10,96,114000,1440,14400,{'Block Golem': '10'},0,0
Ludibrium : Eos Tower 4th Floor,7,21,7,12,7,96,116857,1469,10283,"{'Block Golem': '2', 'King Block Golem': '5'}",0,0
Zenumist Research Institute : Lab - Unit 203,44,7,30,30,65,95,110000,1399,41970,{'Homunculus': '65'},0,0
Alcadno Research Institute : Lab - Area C-2,44,6,30,30,48,95,110000,1399,41970,"{'Roid': '1(2)', 'Neo Huroid': '1(1200)'}",0,0
Twisted Forest : Savage Dog Forest,27,11,20,20,32,95,220000,1819,36380,{'Specter Battle Hound': '32'},0,0
Twisted Forest : Blue Speeyor's Pasture,25,10,18,25,18,95,220000,1819,32742,{'Blue Speeyor': '18'},0,0
Hidden Street : Authorized Personnel Only,27,7,20,20,30,95,110000,1399,27980,{'Saitie': '30'},0,0
Ludibrium : Eos Tower 33rd Floor,7,26,19,19,22,95,112000,1419,26961,"{'King Bloctopus': '11', 'Bloctopus': '11'}",0,0
Ludibrium : Eos Tower 34th Floor,7,25,16,18,19,95,110000,1399,22384,{'Bloctopus': '19'},0,0
Alcadno Research Institute : Lab - Area C-3,16,8,14,22,28,95,110000,1399,19586,"{'Neo Huroid': '26', 'D. Roy': '1(4200)'}",0,0
